prop,seed,test_lang,en_role,nl_role,en_frac,nl_frac,neither_frac,n
0.99,3,nl,noun,part,0.17407942421247372,0.8241972680503814,0.0017233077371448845,39459
0.99,3,nl,noun,prep,0.41538352373518767,0.5841197757752076,0.0004967004896047683,14093
0.99,3,nl,prep,det,0.41538352373518767,0.5841907329880083,0.00042574327680408716,14093
0.99,3,nl,noun,rel,0.6511725293132329,0.3479899497487437,0.0008375209380234506,7164
0.99,3,nl,rel,det,0.001256281407035176,0.3479899497487437,0.6507537688442211,7164
0.99,3,nl,verb,noun,0.0,0.3479899497487437,0.6520100502512562,7164
0.99,3,nl,det,verb,0.00027917364600781687,0.9865996649916248,0.013121161362367392,7164
0.99,3,en,part,det,1.0,0.0,0.0,42990
0.99,3,en,det,noun,1.0,0.0,0.0,64514
0.99,3,en,noun,prep,1.0,0.0,0.0,14304
0.99,3,en,prep,det,1.0,0.0,0.0,14304
0.99,3,en,noun,part,1.0,0.0,0.0,42990
0.99,3,en,noun,rel,1.0,0.0,0.0,7201
0.99,3,en,rel,det,1.0,0.0,0.0,7201
0.99,3,en,verb,noun,0.988612692681572,0.0,0.011387307318427997,7201
0.99,3,en,det,verb,1.0,0.0,0.0,7201
0.99,3,en,verb,det,0.9873961218836566,0.0,0.012603878116343491,7220
0.99,3,en,noun,verb,1.0,0.0,0.0,7220
0.99,3,nl,verb,det,0.0,0.020461772431909303,0.9795382275680907,7233
0.99,3,nl,noun,verb,0.03442554956449606,0.7782386285082262,0.18733582192727777,7233
0.9,1,nl,part,det,0.00971583022865074,0.97202133099569,0.018262838775659287,41067
0.9,1,nl,det,noun,0.008736492922126974,0.976877853318882,0.014385653758991033,60894
0.9,1,nl,noun,prep,0.017053785014275794,0.9829462149857242,0.0,12959
0.9,1,nl,prep,det,0.017053785014275794,0.9829462149857242,0.0,12959
0.9,1,nl,noun,part,0.006891177831348771,0.9806170404461003,0.012491781722550954,41067
0.9,1,en,part,det,1.0,0.0,0.0,42992
0.9,1,en,det,noun,1.0,0.0,0.0,64605
0.9,1,en,noun,part,1.0,0.0,0.0,42992
0.9,1,en,verb,det,0.9876969864528615,0.0,0.012303013547138513,7234
0.9,1,en,noun,verb,1.0,0.0,0.0,7234
0.9,1,en,noun,prep,1.0,0.0,0.0,14379
0.9,1,en,prep,det,1.0,0.0,0.0,14379
0.9,1,nl,verb,det,0.0,0.9938846825859057,0.00611531741409435,6868
0.9,1,nl,noun,verb,0.00014560279557367502,0.9975247524752475,0.0023296447291788003,6868
0.9,1,en,noun,rel,1.0,0.0,0.0,7137
0.9,1,en,rel,det,1.0,0.0,0.0,7137
0.9,1,en,verb,noun,0.9878100042034468,0.0,0.012189995796553174,7137
0.9,1,en,det,verb,1.0,0.0,0.0,7137
0.9,1,nl,noun,rel,0.00013986013986013986,0.9994405594405594,0.0004195804195804196,7150
0.9,1,nl,rel,det,0.0,0.9994405594405594,0.0005594405594405594,7150
0.9,1,nl,verb,noun,0.0,0.9994405594405594,0.0005594405594405594,7150
0.9,1,nl,det,verb,0.0,1.0,0.0,7150
0.9,2,en,verb,det,0.9879300776914539,0.0,0.01206992230854606,7208
0.9,2,en,det,noun,1.0,0.0,0.0,64536
0.9,2,en,noun,verb,1.0,0.0,0.0,7208
0.9,2,en,part,det,1.0,0.0,0.0,42992
0.9,2,en,noun,part,1.0,0.0,0.0,42992
0.9,2,en,noun,rel,1.0,0.0,0.0,7231
0.9,2,en,rel,det,1.0,0.0,0.0,7231
0.9,2,en,verb,noun,0.988659936385009,0.0,0.01134006361499101,7231
0.9,2,en,det,verb,1.0,0.0,0.0,7231
0.9,2,nl,part,det,0.09987624663318047,0.4214166120695931,0.47870714129722647,41211
0.9,2,nl,det,noun,0.45737349243826175,0.39925658860315233,0.14336991895858592,62684
0.9,2,nl,noun,prep,0.4933929944766832,0.5063972593162274,0.0002097462070894218,14303
0.9,2,nl,prep,det,0.4933929944766832,0.5063972593162274,0.0002097462070894218,14303
0.9,2,nl,noun,part,0.21399626313362938,0.5887263109364005,0.19727742592997016,41211
0.9,2,nl,verb,det,0.0,0.03821478382147838,0.9617852161785216,7170
0.9,2,nl,noun,verb,0.2810320781032078,0.6785216178521618,0.040446304044630406,7170
0.9,2,nl,noun,rel,0.8590332915447834,0.12773366764173283,0.013233040813483771,7179
0.9,2,nl,rel,det,0.7892464131494638,0.12787296280819055,0.08288062404234572,7179
0.9,2,nl,verb,noun,0.0001392951664577239,0.1303802758044296,0.8694804290291127,7179
0.9,2,nl,det,verb,0.0005571806658308956,0.9905279286808748,0.00891489065329433,7179
0.9,2,en,noun,prep,1.0,0.0,0.0,14336
0.9,2,en,prep,det,1.0,0.0,0.0,14336
0.9,3,nl,part,det,0.022563068577326515,0.5272317035116776,0.4502052279109959,41661
0.9,3,nl,det,noun,0.3834873125355945,0.5099190027210023,0.10659368474340315,63212
0.9,3,nl,noun,part,0.1840330284918749,0.7265068049254698,0.08946016658265524,41661
0.9,3,nl,noun,prep,0.4727615588769381,0.5244447548540299,0.0027936862690319877,14318
0.9,3,nl,prep,det,0.4727615588769381,0.5244447548540299,0.0027936862690319877,14318
0.9,3,nl,noun,rel,0.7451970270649277,0.21427569765811247,0.040527275276959755,7131
0.9,3,nl,rel,det,0.4706212312438648,0.21427569765811247,0.3151030710980227,7131
0.9,3,nl,verb,noun,0.0,0.21427569765811247,0.7857243023418875,7131
0.9,3,nl,det,verb,0.0002804655728509325,0.9554059739167017,0.044313560510447346,7131
0.9,3,en,part,det,1.0,0.0,0.0,42992
0.9,3,en,det,noun,1.0,0.0,0.0,64516
0.9,3,en,noun,prep,1.0,0.0,0.0,14304
0.9,3,en,prep,det,1.0,0.0,0.0,14304
0.9,3,en,noun,part,1.0,0.0,0.0,42992
0.9,3,en,noun,rel,1.0,0.0,0.0,7201
0.9,3,en,rel,det,1.0,0.0,0.0,7201
0.9,3,en,verb,noun,0.988612692681572,0.0,0.011387307318427997,7201
0.9,3,en,det,verb,1.0,0.0,0.0,7201
0.9,3,en,verb,det,0.9873961218836566,0.0,0.012603878116343491,7220
0.9,3,en,noun,verb,1.0,0.0,0.0,7220
0.9,3,nl,verb,det,0.0,0.3300152080741048,0.6699847919258952,7233
0.9,3,nl,noun,verb,0.32752661412968337,0.671505599336375,0.0009677865339416563,7233
0.0,1,nl,part,det,0.0,0.8225070959936718,0.17749290400632822,42982
0.0,1,nl,det,noun,0.17680208075303444,0.8215104037651721,0.001687515481793411,64592
0.0,1,nl,noun,prep,0.2652464494569758,0.7347535505430243,0.0,14364
0.0,1,nl,prep,det,0.2615566694514063,0.7351712614870509,0.0032720690615427456,14364
0.0,1,nl,noun,part,0.08838583593132009,0.9097063887208598,0.0019077753478200176,42982
0.0,1,en,part,det,0.13067717865690553,0.4471068562579192,0.4222159650851753,35515
0.0,1,en,det,noun,0.012817483756645008,0.4757038787162827,0.5114786375270722,50790
0.0,1,en,noun,part,0.0057158946923834995,0.9804589610023934,0.013825144305223145,35515
0.0,1,en,verb,det,0.16527136258660508,0.47878175519630484,0.3559468822170901,6928
0.0,1,en,noun,verb,0.02800230946882217,0.45871824480369516,0.5132794457274826,6928
0.0,1,en,noun,prep,0.06074038576734156,0.2623697136695819,0.6768899005630765,8347
0.0,1,en,prep,det,0.016053671977956152,0.6329220079070325,0.3510243201150114,8347
0.0,1,nl,verb,det,0.0,0.9845431962462048,0.015456803753795198,7246
0.0,1,nl,noun,verb,0.011178581286226884,0.9867513110681756,0.002070107645597571,7246
0.0,1,en,noun,rel,0.0,0.8575748847926268,0.14242511520737328,6944
0.0,1,en,rel,det,0.0,0.2842741935483871,0.7157258064516129,6944
0.0,1,en,verb,noun,0.0,0.2842741935483871,0.7157258064516129,6944
0.0,1,en,det,verb,0.0,0.943836405529954,0.05616359447004608,6944
0.0,1,nl,noun,rel,0.4594443668853832,0.5401368141840012,0.00041881893061566385,7163
0.0,1,nl,rel,det,0.0,0.5411140583554377,0.4588859416445623,7163
0.0,1,nl,verb,noun,0.0,0.5411140583554377,0.4588859416445623,7163
0.0,1,nl,det,verb,0.0,0.9941365349713807,0.0058634650286192936,7163
0.0,2,en,verb,det,0.0,0.14219653179190753,0.8578034682080925,1730
0.0,2,en,det,noun,0.05368480270031343,0.464196737121273,0.4821184601784136,12443
0.0,2,en,noun,verb,0.8439306358381503,0.0,0.15606936416184972,1730
0.0,2,en,part,det,0.08319965779061063,0.3816704095818629,0.5351299326275265,9351
0.0,2,en,noun,part,0.001817987381028767,0.9767939257833387,0.021388086835632553,9351
0.0,2,en,noun,rel,0.5484699836486802,0.0,0.4515300163513198,4281
0.0,2,en,rel,det,0.0,0.0,1.0,4281
0.0,2,en,verb,noun,0.0,0.0,1.0,4281
0.0,2,en,det,verb,0.0,0.011445923849567857,0.9885540761504321,4281
0.0,2,nl,part,det,0.0006615863370169808,0.9932616206414937,0.006076793021489305,40811
0.0,2,nl,det,noun,0.006390401356330084,0.993332463890972,0.0002771347526979883,61342
0.0,2,nl,noun,prep,0.012859464424503638,0.9867872535858122,0.0003532819896841659,14153
0.0,2,nl,prep,det,0.009467957323535647,0.9904613862785275,7.065639793683318e-05,14153
0.0,2,nl,noun,part,0.0034794540687559726,0.9961284947685674,0.0003920511626767293,40811
0.0,2,nl,verb,det,0.0,1.0,0.0,6378
0.0,2,nl,noun,verb,0.0,1.0,0.0,6378
0.0,2,nl,noun,rel,0.0,1.0,0.0,6303
0.0,2,nl,rel,det,0.0,1.0,0.0,6303
0.0,2,nl,verb,noun,0.0,1.0,0.0,6303
0.0,2,nl,det,verb,0.0,1.0,0.0,6303
0.0,2,en,noun,prep,0.0022026431718061676,0.9625550660792952,0.03524229074889868,1362
0.0,2,en,prep,det,0.0,0.9632892804698973,0.03671071953010279,1362
0.0,3,nl,part,det,0.03414068539036331,0.5762045864467921,0.38965472816284463,31048
0.0,3,nl,det,noun,0.284989562055265,0.6151204291903297,0.09989000875440526,44549
0.0,3,nl,noun,prep,0.11081667068176343,0.8834015899783185,0.005781739339918092,8302
0.0,3,nl,prep,det,0.027704167670440857,0.9721753794266442,0.00012045290291496025,8302
0.0,3,nl,noun,part,0.1922829167740273,0.686259984540067,0.12145709868590569,31048
0.0,3,nl,noun,rel,0.01327659574468085,0.971404255319149,0.015319148936170212,5875
0.0,3,nl,rel,det,0.0,0.971404255319149,0.028595744680851062,5875
0.0,3,nl,verb,noun,0.0,0.971404255319149,0.028595744680851062,5875
0.0,3,nl,det,verb,0.0,1.0,0.0,5875
0.0,3,en,part,det,0.0,0.9143314651721377,0.08566853482786228,19984
0.0,3,en,det,noun,0.03626099950190935,0.6675742985223311,0.2961647019757596,30115
0.0,3,en,noun,prep,0.025146400275576988,0.8451027672522677,0.12975083247215524,8709
0.0,3,en,prep,det,0.00011482374555057986,0.9743943047422207,0.02549087151222873,8709
0.0,3,en,noun,part,0.012510008006405124,0.7949859887910328,0.19250400320256206,19984
0.0,3,nl,verb,det,0.0,0.20157722638969033,0.7984227736103097,5199
0.0,3,nl,noun,verb,0.45643392960184653,0.46143489132525484,0.08213117907289863,5199
0.0,3,en,verb,det,0.0,0.8248945147679325,0.1751054852320675,1422
0.0,3,en,noun,verb,0.2369901547116737,0.7630098452883263,0.0,1422
0.0,3,en,noun,rel,0.44169096209912534,0.0,0.5583090379008746,686
0.0,3,en,rel,det,0.0,0.0,1.0,686
0.0,3,en,verb,noun,0.0,0.0,1.0,686
0.0,3,en,det,verb,0.0,0.5962099125364432,0.4037900874635568,686
1.0,1,en,part,det,0.9433552286520642,0.0,0.05664477134793576,40039
1.0,1,en,det,noun,0.959999318557386,0.04000068144261401,0.0,58699
1.0,1,en,noun,part,1.0,0.0,0.0,40039
1.0,1,nl,part,det,0.9961849818554015,0.0010235414534288639,0.0027914766911696287,10747
1.0,1,nl,det,noun,0.9991554702495201,0.0008445297504798465,0.0,13025
1.0,1,nl,noun,part,1.0,0.0,0.0,10747
1.0,1,en,noun,prep,1.0,0.0,0.0,14379
1.0,1,en,prep,det,1.0,0.0,0.0,14379
1.0,1,en,noun,rel,1.0,0.0,0.0,7137
1.0,1,en,rel,det,1.0,0.0,0.0,7137
1.0,1,en,verb,noun,0.9878100042034468,0.0,0.012189995796553174,7137
1.0,1,en,det,verb,1.0,0.0,0.0,7137
1.0,1,en,verb,det,0.4515300163513198,0.5484699836486802,0.0,4281
1.0,1,en,noun,verb,0.4977808923148797,0.0,0.5022191076851203,4281
1.0,1,nl,noun,prep,0.9986795774647887,0.0,0.0013204225352112676,2272
1.0,1,nl,prep,det,0.6144366197183099,0.0,0.3855633802816901,2272
1.0,1,nl,noun,rel,1.0,0.0,0.0,113
1.0,1,nl,rel,det,0.8761061946902655,0.09734513274336283,0.02654867256637168,113
1.0,1,nl,verb,noun,0.035398230088495575,0.9380530973451328,0.02654867256637168,113
1.0,1,nl,det,verb,1.0,0.0,0.0,113
1.0,1,nl,verb,det,0.0,0.0,1.0,6
1.0,1,nl,noun,verb,1.0,0.0,0.0,6
1.0,2,en,verb,det,0.9879300776914539,0.0,0.01206992230854606,7208
1.0,2,en,det,noun,1.0,0.0,0.0,64536
1.0,2,en,noun,verb,1.0,0.0,0.0,7208
1.0,2,en,part,det,1.0,0.0,0.0,42992
1.0,2,en,noun,part,1.0,0.0,0.0,42992
1.0,2,en,noun,rel,1.0,0.0,0.0,7231
1.0,2,en,rel,det,1.0,0.0,0.0,7231
1.0,2,en,verb,noun,0.988659936385009,0.0,0.01134006361499101,7231
1.0,2,en,det,verb,1.0,0.0,0.0,7231
1.0,2,nl,part,det,0.9271652264310312,0.029497758430251445,0.04333701513871743,15391
1.0,2,nl,det,noun,0.9796702560207319,0.002144676287922792,0.018185067691345338,22381
1.0,2,nl,noun,part,0.99974010785524,0.0,0.00025989214475992465,15391
1.0,2,nl,noun,prep,0.764875378187581,0.0,0.23512462181241897,6941
1.0,2,nl,prep,det,0.32459299812707104,0.0028814291888776835,0.6725255726840513,6941
1.0,2,en,noun,prep,1.0,0.0,0.0,14336
1.0,2,en,prep,det,1.0,0.0,0.0,14336
1.0,2,nl,noun,rel,0.0,0.0,1.0,32
1.0,2,nl,rel,det,0.0,1.0,0.0,32
1.0,2,nl,verb,noun,0.0,0.1875,0.8125,32
1.0,2,nl,det,verb,1.0,0.0,0.0,32
1.0,2,nl,verb,det,0.16326530612244897,0.0,0.8367346938775511,49
1.0,2,nl,noun,verb,0.10204081632653061,0.0,0.8979591836734694,49
1.0,3,nl,part,det,0.5911648158113595,0.24172007240350277,0.16711511178513772,20441
1.0,3,nl,det,noun,0.9300542422821938,0.01721020558494609,0.05273555213286011,29866
1.0,3,nl,noun,part,0.9708918350374248,0.0,0.029108164962575216,20441
1.0,3,en,part,det,0.9999534797171566,2.3260141421659845e-05,2.3260141421659845e-05,42992
1.0,3,en,det,noun,0.999984499969,0.0,1.5500031000062e-05,64516
1.0,3,en,noun,prep,1.0,0.0,0.0,14304
1.0,3,en,prep,det,1.0,0.0,0.0,14304
1.0,3,en,noun,part,1.0,0.0,0.0,42992
1.0,3,en,noun,rel,1.0,0.0,0.0,7201
1.0,3,en,rel,det,1.0,0.0,0.0,7201
1.0,3,en,verb,noun,0.988612692681572,0.0,0.011387307318427997,7201
1.0,3,en,det,verb,1.0,0.0,0.0,7201
1.0,3,nl,noun,prep,0.24983221476510067,0.0,0.7501677852348994,5960
1.0,3,nl,prep,det,0.23406040268456377,0.14093959731543623,0.625,5960
1.0,3,en,verb,det,0.9847645429362881,0.0013850415512465374,0.013850415512465374,7220
1.0,3,en,noun,verb,0.9998614958448754,0.0,0.00013850415512465375,7220
1.0,3,nl,verb,det,0.0,0.0005772005772005772,0.9994227994227994,3465
1.0,3,nl,noun,verb,0.8002886002886003,0.0,0.1997113997113997,3465
1.0,3,nl,noun,rel,0.20335718216840948,0.0,0.7966428178315905,3634
1.0,3,nl,rel,det,0.0,0.8313153549807375,0.16868464501926253,3634
1.0,3,nl,verb,noun,0.0,0.5550357732526142,0.4449642267473858,3634
1.0,3,nl,det,verb,1.0,0.0,0.0,3634
